,title,content,Workout Title,Category,Routine Link,Main Goal,Workout Type,Training Level,Program Duration,Days Per Week,Time Per Workout,Equipment Required,Target Gender,Recommended Supps
453,Robert Downey Jr Workout Day 4: Upper Workout,"[['1. Inverted Row', '3', '8-12'], ['2. Dips', '3', '8-12*'], ['3. Seated Arnold Press', '3', '8-12'], ['4. Lat Pull Down', '3', '8-12'], ['5. Incline Dumbbell Press', '3', '8-12'], ['6. Dumbbell Front Raise', '3', '8-12'], ['7. Cable Row', '3', '8-12'], ['8. Kettlebell Swing', '3', '30'], ['9. Farmers Carry', '3', 'Distance**']]",Robert Downey Jr Inspired Workout Program: Train Like Iron Man,https://www.muscleandstrength.com/workouts/beginner,https://www.muscleandstrength.com/workouts/robert-downey-jr-workout,Build Muscle,Split,Intermediate,12 weeks,6,45-60 minutes,"Barbell, Bodyweight, Dumbbells, Machines",Male & Female,"Whey Protein, Creatine, Multivitamin, BCAAs, Citrulline Malate, Agmatine Sulfate, Beta-Alanine, ZMA"
454,Robert Downey Jr Workout Day 5: Lower Workout,"[['1. Goblet Squat', '3', '8-12'], ['2. Hack Squat', '3', '8-12'], ['3. Seated Hamstring Curl', '3', '8-12'], ['4. Dumbbell Stiff Leg Deadlift', '3', '8-12'], ['5. Med Ball Squat', '3', '12-15'], ['6. Reverse Lunge', '3', '12-15'], ['7. Ab Crunch', '3', '20'], ['8. Hanging Leg Raise', '3', '12'], ['9. Plank', '3', '30 Secs']]",Robert Downey Jr Inspired Workout Program: Train Like Iron Man,https://www.muscleandstrength.com/workouts/beginner,https://www.muscleandstrength.com/workouts/robert-downey-jr-workout,Build Muscle,Split,Intermediate,12 weeks,6,45-60 minutes,"Barbell, Bodyweight, Dumbbells, Machines",Male & Female,"Whey Protein, Creatine, Multivitamin, BCAAs, Citrulline Malate, Agmatine Sulfate, Beta-Alanine, ZMA"
455,Workout 1: Push Workout,"[['Dumbbell Bench Press', '3', '6-8'], ['Incline Bench Press', '3', '8-10'], ['Seated Dumbbell Press', '3', '6-8'], ['Leg Press', '3', '8-12'], ['Goblet Squat', '3', '8-12'], ['Rope Tricep Extension', '3', '12-15']]",September Starter Workout: 4 Week Beginner Workout Routine,https://www.muscleandstrength.com/workouts/beginner,https://www.muscleandstrength.com/workouts/september-starter-beginner-workout,Increase Strength,Full Body,Beginner,12 weeks,3,90 minutes,"Barbell, Cables, EZ Bar",Male & Female,"Whey Protein, Creatine, Fish Oil"
456,Workout 2: Pull Workout,"[['Trap Bar Deadlift', '3', '6-8'], ['Hamstring Curl', '3', '8-12'], ['Barbell Row', '3', '6-8'], ['Lat Pull Down', '3', '8-12'], ['Reverse Dumbbell Fly', '3', '12-15'], ['Calf Raise', '4', '15-20']]",September Starter Workout: 4 Week Beginner Workout Routine,https://www.muscleandstrength.com/workouts/beginner,https://www.muscleandstrength.com/workouts/september-starter-beginner-workout,Increase Strength,Full Body,Beginner,12 weeks,3,90 minutes,"Barbell, Cables, EZ Bar",Male & Female,"Whey Protein, Creatine, Fish Oil"
457,Workout 3: Push Workout,"[['Machine Shoulder Press', '4', '8-12'], ['Machine Fly', '4', '12-15'], ['Barbell Squat', '4', '6-8'], ['Tricep Dips', '3', '6-8'], ['Skullcrusher', '4', '8-12']]",September Starter Workout: 4 Week Beginner Workout Routine,https://www.muscleandstrength.com/workouts/beginner,https://www.muscleandstrength.com/workouts/september-starter-beginner-workout,Increase Strength,Full Body,Beginner,12 weeks,3,90 minutes,"Barbell, Cables, EZ Bar",Male & Female,"Whey Protein, Creatine, Fish Oil"
458,Workout 4: Pull Workout,"[['Dumbbell RDL', '4', '8-12'], ['Glute Hyperextensions', '3', '12-15'], ['Cable Row', '4', '8-10'], ['EZ Bar Curl', '4', '8-12'], ['Calf Raise', '4', '15-20']]",September Starter Workout: 4 Week Beginner Workout Routine,https://www.muscleandstrength.com/workouts/beginner,https://www.muscleandstrength.com/workouts/september-starter-beginner-workout,Increase Strength,Full Body,Beginner,12 weeks,3,90 minutes,"Barbell, Cables, EZ Bar",Male & Female,"Whey Protein, Creatine, Fish Oil"
459,Workout 1,"[['1. Squats*', '2', '6-9'], ['2. Sissy Squats', '1', '10'], ['3. Leg Extensions', '1', '8-10'], ['4. Stiff-Legged Deadlifts*', '2', '6-9'], ['5. Leg Curls', '1', '8-10'], ['6. Standing Calf Raises', '2', '8-10'], ['7. Donkey Calf Raises', '1', '8-10'], ['8. Seated Calf Raises', '1', '8-10'], ['9. Incline Bench Press*', '2', '6-9'], ['10. Incline Flyes', '1', '8-10'], ['11. Bench Press', '2', '6-9'], ['12. Cable Crossovers', '1', '8-10'], ['13. Lying Triceps Extensions*', '2', '6-9'], ['14. Overhead Extensions', '1', '8-10'], ['15. Rope Pushdown', '1', '8-10']]",Phase Training Pt. 2: 5 Week Workout to Build Muscle Size,https://www.muscleandstrength.com/workouts/beginner,https://www.muscleandstrength.com/workouts/phase-training-pt-2-size-building,Increase Strength,Split,Intermediate,8 weeks,4,60-90 minutes,"Bands, Barbell, Bodyweight, Cables, Dumbbells",Male & Female,"Whey Protein, Vitamin D, Multivitamin, Fish Oil, Creatine"
460,Workout 2,"[['1. Pull Downs*', '2', '6-9'], ['2. Dumbbell Pullovers', '1', '8-10'], ['3. Reverse Grip Pull Downs', '1', '8-10'], ['4. Cable Rows', '2', '6-9'], ['5. Bent Over Lateral Raise', '1', '8-10'], ['6. Shrugs', '2', '8-10'], ['7. Standing Dumbbell Press*', '2', '6-9'], ['8. Side Lying Rear Delt Fly', '1', '8-10'], ['9. Lateral Raise', '1', '8-10'], ['10. Barbell Curls*', '2', '6-9'], ['11. Incline Curls', '1', '10-12'], ['12. Spider Curls', '1', '8-10'], ['13. Hanging Knee Raise', '2', '10-12'], ['14. Ab Crunch', '2', '10-12']]",Phase Training Pt. 2: 5 Week Workout to Build Muscle Size,https://www.muscleandstrength.com/workouts/beginner,https://www.muscleandstrength.com/workouts/phase-training-pt-2-size-building,Increase Strength,Split,Intermediate,8 weeks,4,60-90 minutes,"Bands, Barbell, Bodyweight, Cables, Dumbbells",Male & Female,"Whey Protein, Vitamin D, Multivitamin, Fish Oil, Creatine"
461,Day 1: All Barbell Back,"[['Wide Grip Barbell Bent-Over Row', '3', '7-9'], ['Deadlift', '3', '10-12'], ['Barbell Pullover', '3', '13-15'], ['One Arm Barbell Row', '3', '16-20']]",5 Day Minimal Equipment Home Workout Routine,https://www.muscleandstrength.com/workouts/beginner,https://www.muscleandstrength.com/workouts/limited-equipment-home-workout,Build Muscle,Split,Intermediate,12 weeks,4,45-90 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines, Other",Male & Female,"Whey Protein Powder, Beta-Alanine, Citrulline Malate, Creatine Monohydrate"
462,Day 2: All Bodyweight Chest,"[['Push Ups (2/3/1 Tempo)', '3', 'Max Reps'], ['Feet-Elevated Push Ups (5/1/1 Tempo)', '3', 'Max Reps'], ['Dips (2/1/3 Tempo)', '3', 'Max Reps'], ['Narrow Grip Push Ups (2/1/1/3 Tempo)', '3', 'Max Reps']]",5 Day Minimal Equipment Home Workout Routine,https://www.muscleandstrength.com/workouts/beginner,https://www.muscleandstrength.com/workouts/limited-equipment-home-workout,Build Muscle,Split,Intermediate,12 weeks,4,45-90 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines, Other",Male & Female,"Whey Protein Powder, Beta-Alanine, Citrulline Malate, Creatine Monohydrate"
463,Day 3: All Plyo Thighs,"[['Vertical Jumps', '2', '20'], ['Stair Jumps', '2', '10'], ['Broad Jumps', '2', '10'], ['Butt Kick Jumps', '2', '15'], ['Split Jumps', '2', '12 each leg'], ['Lateral Bounds', '2', '15 on each side']]",5 Day Minimal Equipment Home Workout Routine,https://www.muscleandstrength.com/workouts/beginner,https://www.muscleandstrength.com/workouts/limited-equipment-home-workout,Build Muscle,Split,Intermediate,12 weeks,4,45-90 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines, Other",Male & Female,"Whey Protein Powder, Beta-Alanine, Citrulline Malate, Creatine Monohydrate"
464,Day 4: All Dumbbell Delts,"[['1a. Standing Dumbbell Lateral Raise', '2', '10-12'], ['1b. Dumbbell Upright Row', '2', '10-12'], ['2a. Alternating Hammer Grip Front Dumbbell Raise', '2', '10-12'], ['2b. Seated Dumbbell Arnold Press', '2', '7-9'], ['Lateral Bounds', '2', '15 on each side']]",5 Day Minimal Equipment Home Workout Routine,https://www.muscleandstrength.com/workouts/beginner,https://www.muscleandstrength.com/workouts/limited-equipment-home-workout,Build Muscle,Split,Intermediate,12 weeks,4,45-90 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines, Other",Male & Female,"Whey Protein Powder, Beta-Alanine, Citrulline Malate, Creatine Monohydrate"
465,Day 5: All Band Arms,"[['Alternating Band Curls (Hold Contractions for 4 Seconds)', '2', '8-10'], ['High Band Biceps Pose Curl (Hold Stretch for 4 Seconds)', '2', '8-10'], ['Band Seated Concentration Curl (Hold Contractions 4 Seconds)', '2', '8-10'], ['Banded Overhead Extension (Hold Stretch for 4 Seconds)', '2', '10-12'], ['Band 2 Arm Kickbacks (Hold Contractions for 4 Seconds)', '2', '10-12'], ['Lying Band Extensions (Hold Stretch for 4 Seconds)', '2', '10-12']]",5 Day Minimal Equipment Home Workout Routine,https://www.muscleandstrength.com/workouts/beginner,https://www.muscleandstrength.com/workouts/limited-equipment-home-workout,Build Muscle,Split,Intermediate,12 weeks,4,45-90 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines, Other",Male & Female,"Whey Protein Powder, Beta-Alanine, Citrulline Malate, Creatine Monohydrate"
466,Monday,"[['1. Squats*', '2', '6-9'], ['2. Leg Extensions', '1', '8-10'], ['3. Stiff-Legged Deadlifts*', '2', '6-9'], ['4. Leg Curls', '1', '8-10'], ['5. Bench Press*', '2', '6-9'], ['6. Crossover', '1', '8-10'], ['7. Incline Press', '2', '6-9'], ['8. Pull Down*', '2', '6-9'], ['9. Bent Over Row', '2', '6-9'], ['10. Dumbbell Press*', '2', '6-9'], ['11. Upright Row', '1', '8-10']]",Phase Training Pt.1: 5 Week Primer Workout for Muscle Size,https://www.muscleandstrength.com/workouts/beginner,https://www.muscleandstrength.com/workouts/phase-training-pt-1-primer-workout,Build Muscle,Split,Intermediate,8 weeks,4,60-90 minutes,"Bands, Barbell, Bodyweight, Other",Male & Female,"Whey Protein, Multivitamin, BCAAs, Creatine, Fish Oil, Pre-Workout (Optional)"
467,Wednesday,"[['1. Deadlifts*', '2', '6-9'], ['2. Calf Raises', '2', '10-12'], ['3. Lying Tricep Extensions*', '2', '6-9'], ['4. Barbell Curls*', '2', '6-9'], ['5. Wrist Curls', '1', '10-12'], ['6. Hammer Curls', '1', '8-10'], ['7. Hanging Knee Ups', '2', '10-12'], ['8. Crunches', '1', '10-12']]",Phase Training Pt.1: 5 Week Primer Workout for Muscle Size,https://www.muscleandstrength.com/workouts/beginner,https://www.muscleandstrength.com/workouts/phase-training-pt-1-primer-workout,Build Muscle,Split,Intermediate,8 weeks,4,60-90 minutes,"Bands, Barbell, Bodyweight, Other",Male & Female,"Whey Protein, Multivitamin, BCAAs, Creatine, Fish Oil, Pre-Workout (Optional)"
468,Friday,"[['1. Squats*', '2', '6-9'], ['2. Leg Extensions', '1', '8-10'], ['3. Leg Curls', '1', '6-9'], ['4. Seated Calf Raises', '2', '10-12'], ['5. Bench Press*', '2', '6-9'], ['6. Crossover', '1', '8-10'], ['7. Incline Press', '2', '6-9'], ['8. Chin Ups', '2', '6-9'], ['9. Bent Over Row', '1', '8-10'], ['10. Dumbbell Press', '2', '6-9'], ['11. Upright Row', '1', '8-10']]",Phase Training Pt.1: 5 Week Primer Workout for Muscle Size,https://www.muscleandstrength.com/workouts/beginner,https://www.muscleandstrength.com/workouts/phase-training-pt-1-primer-workout,Build Muscle,Split,Intermediate,8 weeks,4,60-90 minutes,"Bands, Barbell, Bodyweight, Other",Male & Female,"Whey Protein, Multivitamin, BCAAs, Creatine, Fish Oil, Pre-Workout (Optional)"
469,The Growin' Guns Workout,"[['Barbell Curl', '4', '8'], ['Close Grip Bench Press', '4', '8'], ['Cross-Body Hammer Curl', '3', '10'], ['One Arm Overhead Extension', '3', '10'], ['A1. Incline Dumbbell Curl', '3', '12'], ['A2. Diamond Pushup', '3', '12'], ['B1. Angled Handled Cable Curl', '3', '20'], ['B2. Rope Pressdown', '3', '20']]",Growin' Guns: Bigger and Better Arms in 30 Days,https://www.muscleandstrength.com/workouts/biceps,https://www.muscleandstrength.com/workouts/bigger-better-arms-workout-30-days,Build Muscle,Single Muscle Group,Advanced,8 weeks,1,45-60 minutes,"Barbell, Bodyweight, Cables, Dumbbells, Machines",Male & Female,
470,Posing,"[['1. Bicep Curls', '3', '12-15'], ['2. Reverse Curls', '3', '12-15'], ['3. Hammer Concentration Curls', '3', '12-15'], ['4. Unilateral Reverse Tricep Extension', '3', '12-15'], ['5. Dumbbell Kickbacks (alternating grips)', '3', '12-15'], ['6. Overhead Alternating Dumbbell Extensions', '3', '12-15'], ['7. Overhead Cambered Bar Extensions', '3', '12-15'], ['8. Dips w/ Chains', '3', '12-15']]",Guns of Glory: An Arm Training Workout Program,https://www.muscleandstrength.com/workouts/biceps,https://www.muscleandstrength.com/workouts/guns-of-glory-workout,Build Muscle,Split,Beginner,0 weeks,4,,"Barbell, Dumbbells, EZ Bar, Machines",Male & Female,
471,Triset 2: Kneeling Reverse Grip Pressdown/Kneeling Close Grip Pressdown/Kneeling Overhead Cable Extension,"[['Warm-Up: Cambered Bar Curl/Lying Tricep Extension', '1', '20'], ['Cambered Bar Curl/Lying Tricep Extension', '3', '10-12'], ['Incline Curl/Dumbbell Kickback', '3', '10-12'], ['Lying Wide Grip Cable Curl/Lying Close Grip Cable Curl/Lying Reverse Grip Cable Curl', '3', '10-12'], ['Kneeling Reverse Grip Pressdown/Kneeling Close Grip Pressdown/Kneeling Overhead Cable Extension', '3', '10-12'], ['Note: 1 minute rest between all supersets.']]",Get Serious Arm Size With This Biceps & Triceps Workout,https://www.muscleandstrength.com/workouts/biceps,https://www.muscleandstrength.com/workouts/serious-biceps-triceps-muscle-routine,Build Muscle,Single Muscle Group,Intermediate,8 weeks,2,75-90 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar",Male & Female,
472,Week 1: The PRRS (Power/Rep Range/Shock)-HYBRID Method,"[['Standing Barbell Curl', '5/1/1', '2', '4-6'], ['Overhead Lat Pull Down Curl', '2/1/1/1', '3', '13-15, 10-12, 7-9'], ['A1. Barbell Preacher Curl', '3/0/1/1', '2', '7-9'], ['A2. Reverse Barbell Curl', '2/0/1', '2', '7-9'], ['Skullcrusher', '5/0/1', '2', '4-6'], ['Rope Pushdown', '2/0/1/1', '3', '13-15, 10-12, 7-9'], ['B1. Seated One Arm Overhead Dumbbell Extension', '3/1/1', '2', '10-12'], ['B2. Dumbbell Kickback', '2/0/1/1', '2', '10-12']]",4 Week Arm-Ageddon Blast Arm Workout,https://www.muscleandstrength.com/workouts/biceps,https://www.muscleandstrength.com/workouts/4-week-arm-ageddon-blast-arm-workout,Lose Fat,Full Body,Beginner,12 weeks,2,25-35 minutes,Bodyweight,Male & Female,"Protein Powder, BCAA's, Beta-Alanine"
473,Week 2: The FTX2 (Fast Twitch Exponential) Method,"[['Cable Rope Hammer Curl', '2/0/1', '2', '21-25'], ['90 Degree Side Barbell Preacher Curl', '4/1/1', '3', '4-6'], ['Standing Alternating Dumbbell Curl', '3/1/1', '2', '10-12'], ['Lying Low Cable Curl', '2/1/1', '2', '10-12'], ['Reverse Grip Pushdown', '2/0/1', '2', '21-25'], ['Incline 2 Arm Overhead Dumbbell Extension', '3/2/1', '3', '4-6'], ['Incline Cable Push-Outs', '2/1/1/1', '2', '10-12']]",4 Week Arm-Ageddon Blast Arm Workout,https://www.muscleandstrength.com/workouts/biceps,https://www.muscleandstrength.com/workouts/4-week-arm-ageddon-blast-arm-workout,Lose Fat,Full Body,Beginner,12 weeks,2,25-35 minutes,Bodyweight,Male & Female,"Protein Powder, BCAA's, Beta-Alanine"
474,Week 3: The SPEC (Stretch/Peak Contraction/Eccentric/Concentric Emphasis) Method,"[['Incline Elbows Out Dumbbell Curl', '2/4/1/1', '3', '6-8'], ['Straight Bar Low Cable Curl', '2/0/1/4', '2', '6-8'], ['EZ Bar Curl', '4/1/1', '2', '6-8'], ['Front Double Biceps Pose Upper Cable Curl', '2/1/4', '2', '6-8'], ['Bent Overhead Cable V-Bar Extension', '2/4/1/1', '3', '6-8'], ['2 Arm Dumbbell Kickback', '2/0/1/4', '2', '6-8'], ['Decline 2 Arm Dumbbell Extension', '4/1/1', '2', '6-8'], ['Straight Bar Pushdown', '2/1/4', '2', '6-8']]",4 Week Arm-Ageddon Blast Arm Workout,https://www.muscleandstrength.com/workouts/biceps,https://www.muscleandstrength.com/workouts/4-week-arm-ageddon-blast-arm-workout,Lose Fat,Full Body,Beginner,12 weeks,2,25-35 minutes,Bodyweight,Male & Female,"Protein Powder, BCAA's, Beta-Alanine"
475,Week 4: The FDFS (Fiber Damage/Fiber Saturation) Method,"[['Seated Concentration Curl', '3/0/X', '2', '3-4'], ['Machine Preacher Curl', '6/0/1', '3', '5-7'], ['Seated 1/2 Rep Barbell Curl', '2/0/1', '2', '26-30'], ['Reverse Grip Low Cable Curl', '2/0/1', '2', '26-30 Each'], ['Weighted Triceps Dip', '3/0/X', '3', '3-4'], ['Smith Elbows Out Close Grip Bench Press', '6/0/1', '3', '5-7'], ['V Bar Pushdown', '2/0/1', '2', '26-30'], ['Seated Elbows Supported Tricep Extension Machine', '2/0/1', '2', '26-30']]",4 Week Arm-Ageddon Blast Arm Workout,https://www.muscleandstrength.com/workouts/biceps,https://www.muscleandstrength.com/workouts/4-week-arm-ageddon-blast-arm-workout,Lose Fat,Full Body,Beginner,12 weeks,2,25-35 minutes,Bodyweight,Male & Female,"Protein Powder, BCAA's, Beta-Alanine"
476,Justin's Workout,"[['Shoulder Activation: Barbell Landmine', '--', '4x10 (each side)'], ['1. Standing Barbell Military Press', '2x15', '2x10,8,6'], ['2. Barbell Incline Raise', '--', '3x10-12'], ['3. Barbell Row', '--', '3x10-12'], ['4. Lat Pulldown/Pullover Combo', '--', '5x10-15'], ['5. EZ Bar Reverse Curl to Overhead Triceps Extension', '--', '3xFailure']]",Mass Performance Program - Day 4: Upper Body,https://www.muscleandstrength.com/workouts/biceps,https://www.muscleandstrength.com/workouts/mpp-day-4,Lose Fat,Cardio,Beginner,8 weeks,2,20-30 minutes,"Bodyweight, Kettle Bells, Other",Male & Female,"Protein Powder, Multivitamin, Fish Oil, Fat Burner (optional)"
477,David's Workout,"[['Shoulder Activation: Barbell Landmine', '--', '4x10 (each side)'], ['1. Arnold Press', '--', '5x10-15'], ['2. Lateral Raise/Front Raise Combo', '--', '5x10-12'], ['3. Chest Supported DB Row with Alternating Grip', '--', '3x7-10 (3x14-20 total)'], ['4. Lat Pulldown/Pullover Combo', '--', '5x10-15'], ['5. Dumbbell Hammer Curl to French Press', '--', '3x10-15']]",Mass Performance Program - Day 4: Upper Body,https://www.muscleandstrength.com/workouts/biceps,https://www.muscleandstrength.com/workouts/mpp-day-4,Lose Fat,Cardio,Beginner,8 weeks,2,20-30 minutes,"Bodyweight, Kettle Bells, Other",Male & Female,"Protein Powder, Multivitamin, Fish Oil, Fat Burner (optional)"
478,Day 1: The Heavy Day,"[['1. Chinups', '2', '10'], ['2. Barbell Curls', '9', '10, 8, 6, 4, 3, 2*, 1*, 1*, 1*'], ['3a. Dumbbell Curl', '3**', '3'], ['3b. Hammer Curls', '3**', '3'], ['3c. Preacher Curls', '3**', '6 w/ quarter rep'], ['4. Diamond Pushups', '2', '15'], ['5. Overhead Dumbbell Extension', '6', '10, 10, 8, 6, 4, 2'], ['6a. Dumbbell Skullcrushers', '3***', '5'], ['6b. Cable Pressdowns', '3***', '10'], ['6c. Weighted Dips', '3***', '10']]","The ""Guns-A-Blazing"" Arm Training Workout Routine",https://www.muscleandstrength.com/workouts/biceps,https://www.muscleandstrength.com/workouts/guns-a-blazing-workout,Build Muscle,Single Muscle Group,Intermediate,4 weeks,2,30-45 minutes,"Barbell, Machines",Male,"ISOFLEX, AminoCuts, Impact Igniter"
479,Day 2: The Detail Day,"[['1a. Pushup', '2', '15'], ['1b. Pullup', '2', '10'], ['2a. Serrano Misdirection Curls', '5', '6'], ['2b. Tricep Cable Pressdowns', '5', '21*'], ['3a. Dumbbell Iso-Curls', '5', '10'], ['3b. Tricep Iso-Kickbacks', '5', '10**'], ['3c. Bent Over Concentration Curls', '5', '10'], ['3d. Single Arm Overhead Tricep Extension', '5', '10'], ['4a. Chinups', '10', '20***'], ['4b. Bodyweight Skullcrushers', '10', '20***'], ['4c. Underhand Slant Rows', '10', '20***'], ['4d. Bench Dips', '10', '20***']]","The ""Guns-A-Blazing"" Arm Training Workout Routine",https://www.muscleandstrength.com/workouts/biceps,https://www.muscleandstrength.com/workouts/guns-a-blazing-workout,Build Muscle,Single Muscle Group,Intermediate,4 weeks,2,30-45 minutes,"Barbell, Machines",Male,"ISOFLEX, AminoCuts, Impact Igniter"
